MWSC,Name,GLON,GLAT,d
1,Berkeley_58,116.75,-1.326,2700.0
2,NGC_7801,114.717,-11.331,1953.0
3,FSR_0459,116.446,-2.99,2926.0
4,Stock_18,117.617,2.266,774.0
5,Berkeley_59,118.219,5.001,1000.0
6,Cep_OB4,118.299,5.062,850.0
7,Blanco_1,14.83,-79.098,250.0
8,Berkeley_104,117.615,1.202,3599.0
9,IRAS_00013+6817,118.595,6.091,1338.0
14,FSR_0504,121.227,19.116,3744.0
16,BDB_94,118.332,3.154,1700.0
17,Czernik_1,117.721,-0.941,2609.0
18,SAI_1,116.177,-10.586,1905.0
19,ASCC_1,118.158,0.217,1600.0
20,Berkeley_1,117.79,-1.99,10300.0
21,King_13,117.96,-1.291,3100.0
23,Alessi_20,117.648,-3.708,470.0
24,FSR_0474,117.813,-2.735,4638.0
25,FSR_0480,118.583,-1.095,5492.0
26,PTB_7,119.577,5.679,3233.0
27,BDSB_48,118.614,-1.313,8000.0
28,Juchert-Saloran_1,118.541,-2.613,5326.0
29,Berkeley_60,118.839,-1.673,3299.0
31,ASCC_2,118.397,-6.948,2301.0
32,FSR_0486,118.973,-3.304,1850.0
33,FSR_0479,118.546,-7.791,2038.0
34,Mayer_1,119.456,-0.935,1430.0
35,King_1,119.758,1.69,1659.0
36,FSR_0477,118.463,-10.745,1908.0
37,SAI_4,119.746,0.007,1600.0
38,NGC_104,305.904,-44.885,4501.0
39,Stock_20,119.92,-0.12,1100.0
40,NGC_103,119.771,-1.373,2501.0
41,Berkeley_2,119.696,-2.328,5499.0
42,FSR_0494,120.084,1.018,5087.0
44,FSR_0496,120.223,1.285,1123.0
45,NGC_110,120.996,8.637,1600.0
46,SAI_6,120.049,-2.066,3100.0
48,FSR_0481,118.586,-19.406,2164.0
50,FSR_0498,120.344,-0.354,1800.0
51,FSR_0503,120.938,6.104,4701.0
52,Stock_21,120.107,-4.828,1700.0
53,NGC_129,120.285,-2.563,1685.0
54,ASCC_3,120.005,-7.484,1550.0
55,NGC_133,120.668,0.559,1861.0
56,NGC_136,120.563,-1.274,3519.0
57,King_14,120.743,0.388,2600.0
58,King_15,120.733,-0.905,5500.0
59,NGC_146,120.847,0.505,2800.0
62,NGC_189,121.483,-1.726,1300.0
63,Stock_24,121.555,-0.879,2400.0
65,Dolidze_12,121.628,-1.993,4000.0
66,FSR_0508,121.917,2.1,5053.0
67,Dias_1,121.962,1.202,2186.0
68,NGC_225,121.953,-1.077,850.0
69,Czernik_2,121.963,-2.708,4500.0
70,King_16,122.102,1.317,2325.0
71,FSR_0507,121.778,-10.498,2203.0
73,Berkeley_4,122.239,1.516,3300.0
74,NGC_188,122.839,22.381,2000.0
75,Berkeley_61,122.624,4.32,2153.0
76,Dolidze_13,122.775,1.216,2400.0
77,FSR_0515,122.823,-8.11,2362.0
78,FSR_0516,122.837,3.09,810.0
79,King_2,122.859,-4.674,5499.0
80,FSR_0518,122.888,-18.59,2154.0
81,Cas_OB7,122.755,1.266,2600.0
83,FSR_0519,123.04,1.792,1517.0
84,NGC_288,151.377,-89.386,8912.0
85,IC_1590,123.115,-6.245,2400.0
86,FSR_0521,123.121,-3.039,2534.0
87,ASCC_4,123.146,-1.274,550.0
88,Alessi_1,123.238,-13.394,750.0
89,FSR_0522,123.19,2.923,2094.0
92,FSR_0524,123.61,-0.742,1841.0
93,ASCC_5,123.802,-7.01,523.0
94,Skiff_J0058+68.4,123.548,5.598,2000.0
97,Berkeley_62,123.99,1.08,2000.0
98,Czernik_3,124.266,-0.058,1600.0
99,NGC_362,301.526,-46.246,8603.0
101,Cas_OB1,123.979,-1.397,3000.0
102,NGC_366,124.686,-0.6,2200.0
104,Pfleiderer_1,124.639,2.842,4126.0
105,NGC_381,124.948,-1.229,1200.0
106,BDSB_51,124.867,0.308,12002.0
107,FSR_0530,125.731,-5.779,3501.0
108,Stock_3,125.335,-0.52,1363.0
109,Platais_2,128.208,-30.605,190.0
110,NGC_433,125.886,-2.616,1650.0
111,NGC_436,126.108,-3.913,3000.0
112,FSR_0534,126.044,-1.418,1800.0
113,FSR_0537,126.342,-2.345,2075.0
114,NGC_457,126.635,-4.392,2400.0
115,FSR_0544,127.29,-9.968,1799.0
116,FSR_0536,126.125,0.368,3001.0
117,FSR_0538,126.31,1.029,2146.0
119,FSR_0542,126.818,0.369,1934.0
120,SAI_14,126.898,0.005,5086.0
121,FSR_0560,129.815,-18.231,1907.0
122,NGC_559,127.189,0.742,2200.0
123,FSR_0547,127.599,-1.814,2800.0
124,NGC_581,128.033,-1.808,2199.0
125,FSR_0531,125.739,12.096,3896.0
126,Czernik_4,128.178,-0.961,1632.0
127,Trumpler_1,128.214,-1.146,2399.0
128,NGC_609,127.736,2.08,4499.0
129,FSR_0546,127.59,3.39,2501.0
130,FSR_0549,127.824,3.505,6001.0
131,FSR_0551,128.024,2.478,3500.0
132,FSR_0553,128.222,2.15,7500.0
133,NGC_637,128.545,1.735,2304.0
134,FSR_0539,126.454,11.885,2121.0
135,NGC_657,130.222,-6.298,1934.0
137,NGC_654,129.072,-0.347,1786.0
138,NGC_659,129.368,-1.542,2300.0
139,NGC_663,129.47,-0.953,2100.0
140,Collinder_463,127.461,9.415,800.0
141,ASCC_6,130.36,-4.388,1350.0
142,Berkeley_5,129.277,0.753,6000.0
143,Collinder_21,138.704,-33.956,1400.0
145,Berkeley_6,130.107,-0.978,2500.0
146,IC_166,130.045,-0.165,4801.0
147,Stock_4,131.283,-4.861,900.0
148,ESO_245-09,273.718,-67.514,1380.0
149,Berkeley_7,130.13,0.375,2600.0
150,Czernik_5,130.552,-0.567,2400.0
151,NGC_752,136.994,-23.286,450.0
152,IRAS_01546+6319,130.201,1.549,2400.0
153,NGC_744,132.401,-6.158,1382.0
154,NGC_743,131.198,-1.636,1100.0
156,ASCC_7,131.575,-2.81,2000.0
157,FSR_0558,129.401,5.8,2501.0
158,Berkeley_8,127.365,13.224,5001.0
159,Czernik_6,130.869,1.066,1391.0
160,FSR_0555,128.809,8.64,2200.0
162,Czernik_7,131.152,0.526,3001.0
163,Stock_5,130.736,2.593,1100.0
164,FSR_0532,125.857,18.751,2589.0
165,SAI_16,131.443,0.623,4739.0
166,FSR_0561,129.908,5.884,1466.0
167,Riddle_4,132.22,-1.226,2200.0
168,IRAS_02044+6031,132.162,-0.743,2735.0
171,IRAS_02054+6011,132.321,-1.022,2726.0
172,FSR_0616,137.925,-15.731,1530.0
173,Stock_2,133.334,-1.744,400.0
174,IRAS_02130+5509,134.877,-5.492,2500.0
175,NGC_869,134.616,-3.731,2300.0
176,Basel_10,134.297,-2.615,2000.0
177,Berkeley_63,132.497,2.504,3991.0
178,FSR_0578,133.428,0.046,2668.0
179,SAI_17,134.161,-1.712,4000.0
180,ASCC_8,133.985,-1.255,1801.0
182,Berkeley_64,131.972,4.611,4801.0
184,NGC_884,135.012,-3.59,2345.0
186,NGC_886,132.889,2.673,1000.0
192,IRAS_02232+6138,133.847,1.146,1835.0
193,FSR_0584,134.047,0.837,2009.0
196,FSR_0591,135.139,-1.818,2297.0
199,Tombaugh_4,134.205,1.068,3700.0
200,Teutsch_55,134.127,1.343,2006.0
201,FSR_0568,130.308,10.726,2301.0
202,Stock_7,134.679,0.061,850.0
203,FSR_0617,137.941,-8.095,4000.0
204,FSR_0596,135.632,-2.331,1417.0
206,FSR_0620,138.122,-8.119,2200.0
207,FSR_0569,130.356,11.058,2375.0
208,NGC_956,141.153,-14.709,2613.0
209,IC_1805,134.722,0.921,1700.0
210,Czernik_8,135.78,-1.55,1410.0
211,NGC_957,136.297,-2.629,1900.0
212,Czernik_9,135.418,-0.502,1900.0
213,Czernik_10,135.342,-0.203,2500.0
215,SAI_21,134.514,2.061,1900.0
216,King_4,136.046,-1.159,2801.0
218,Czernik_11,135.864,-0.575,1500.0
219,Trumpler_2,137.433,-3.911,670.0
220,FSR_0611,137.259,-3.49,1000.0
221,Berkeley_65,135.836,0.248,2501.0
222,Czernik_12,138.099,-4.752,2000.0
223,NGC_1039,143.659,-15.584,510.0
224,FSR_0614,137.749,-2.912,2787.0
225,NGC_1027,135.742,1.543,950.0
227,Czernik_13,135.642,2.265,4101.0
228,ASCC_9,137.874,-1.739,2901.0
232,Teutsch_162,136.129,2.113,1600.0
235,IRAS_02459+6029,137.045,1.088,12998.0
236,IC_1848,137.186,0.89,1500.0
237,FSR_0576,133.277,8.822,5200.0
240,IRAS_02497+6217,136.598,2.962,2056.0
242,IRAS_02511+6023,137.557,1.29,2028.0
243,FSR_0581,133.827,8.63,930.0
246,IRAS_02541+6208,137.192,3.018,2273.0
248,Collinder_33,138.134,1.253,1100.0
249,SAI_24,138.037,1.485,1000.0
250,SAI_25,139.688,-1.334,2300.0
252,IRAS_02575+6017,138.26,1.552,3465.0
255,Berkeley_66,139.415,0.175,7002.0
256,NGC_1193,146.8,-12.176,6000.0
258,FSR_0612,137.291,5.345,1900.0
260,NGC_1252,274.081,-50.837,944.0
261,NGC_1220,143.033,-3.965,2100.0
262,Trumpler_3,138.063,4.488,620.0
263,NGC_1261,270.542,-52.125,16298.0
264,NGC_1245,146.648,-8.913,3000.0
265,King_5,143.768,-4.281,2200.0
266,Stock_23,140.179,2.105,450.0
267,Czernik_14,140.94,0.917,2200.0
270,FSR_0627,140.409,2.539,1933.0
271,Czernik_15,145.104,-3.985,2500.0
272,FSR_0628,140.548,2.974,5001.0
274,Melotte_20,147.482,-6.533,175.0
275,ASCC_10,155.615,-17.787,700.0
277,King_6,143.342,-0.073,632.0
278,Alessi_13,237.599,-55.733,112.0
279,NGC_1333,158.25,-20.498,324.0
282,Czernik_16,145.888,-2.974,2700.0
283,NGC_1342,155.022,-15.318,665.0
284,ASCC_11,150.558,-9.236,837.0
285,FSR_0632,142.276,2.527,1037.0
286,Berkeley_9,146.062,-2.83,1550.0
288,FSR_0682,155.584,-15.577,1800.0
289,NGC_1348,146.981,-3.712,1800.0
290,Berkeley_10,138.615,8.881,2201.0
291,SAI_30,128.542,21.263,2600.0
292,FSR_0634,142.952,3.29,2301.0
293,FSR_0691,158.288,-16.307,1600.0
301,IC_348,160.501,-17.812,480.0
304,Juchert_11,147.076,-0.515,3000.0
305,Melotte_22,166.199,-23.489,130.0
306,Tombaugh_5,143.952,3.604,1350.0
307,Per_OB2,159.582,-14.696,400.0
308,NGC_1444,148.101,-1.314,1300.0
311,Czernik_17,142.548,6.189,2900.0
313,Juchert_9,145.11,3.681,3971.0
314,FSR_0654,147.948,0.339,4000.0
315,FSR_0655,148.102,0.285,1742.0
317,FSR_0724,162.682,-16.169,1685.0
319,NGC_1520,291.141,-35.699,1023.0
320,FSR_0656,148.558,0.361,1400.0
321,King_7,149.795,-1.027,2628.0
323,Alicante_1,146.247,3.122,4299.0
325,Cam_OB3,146.934,2.67,2801.0
327,Juchert_19,149.729,-0.201,3000.0
328,FSR_0660,150.097,-0.586,3213.0
329,FSR_0689,157.231,-8.472,1705.0
331,FSR_0653,147.934,2.176,7317.0
333,NGC_1496,149.843,0.16,1300.0
335,FSR_0695,159.057,-9.674,1786.0
337,FSR_0663,150.531,-0.211,1700.0
338,FSR_0692,158.424,-8.934,1520.0
339,FSR_0698,159.215,-9.62,1963.0
341,FSR_0667,151.15,-0.653,1818.0
343,NGC_1502,143.668,7.652,1023.0
345,FSR_0757,168.732,-18.175,1900.0
346,NGC_1513,152.559,-1.611,1400.0
347,FSR_0700,159.681,-9.031,1379.0
348,Juchert_20,154.494,-3.421,2812.0
350,FSR_0674,153.412,-1.885,3400.0
351,NGC_1557,283.768,-38.266,1820.0
352,LDN_1495W,168.051,-16.094,1306.0
353,NGC_1528,152.07,0.235,950.0
355,SAI_36,159.295,-6.866,3918.0
357,FSR_0765,170.319,-17.116,2100.0
358,FSR_0709,161.566,-8.761,2200.0
359,Waterloo_1,151.267,1.781,4400.0
360,FSR_0697,159.227,-6.299,1600.0
362,IC_361,147.511,5.656,3000.0
365,Mayer_2,151.166,2.124,2100.0
368,Berkeley_11,157.06,-3.667,1964.0
369,NGC_1545,153.381,0.204,863.0
371,NGC_1548,162.887,-9.184,2501.0
372,FSR_0762,170.129,-15.809,2500.0
373,FSR_0671,152.391,1.481,3501.0
374,FSR_0741,165.659,-11.203,4000.0
375,FSR_0756,168.635,-13.719,2702.0
378,FSR_0686,156.886,-2.164,1073.0
379,Melotte_25,180.058,-22.349,50.0
380,FSR_0606,136.883,16.664,2499.0
381,Czernik_18,168.248,-12.312,1263.0
382,B_217,171.968,-15.747,2800.0
383,FSR_0773,172.314,-15.309,3000.0
384,FSR_0728,162.914,-6.87,1816.0
385,NGC_1579,165.34,-9.017,730.0
388,NGC_1582,159.245,-3.033,1000.0
393,FSR_0804,176.509,-17.26,2025.0
394,NGC_1605,158.57,-1.577,2600.0
395,Platais_3,138.954,16.053,170.0
396,NGC_1641,277.196,-38.331,985.0
397,FSR_0740,165.478,-7.648,2100.0
399,IRAS_04324+5106,154.37,2.582,6408.0
400,FSR_0805,176.519,-16.682,2050.0
404,Berkeley_67,154.823,2.479,2000.0
407,FSR_0768,170.901,-11.182,2289.0
408,NGC_1624,155.364,2.599,5466.0
410,FSR_0714,162.024,-2.753,1819.0
411,FSR_0719,162.289,-2.622,3500.0
412,Berkeley_68,162.09,-2.397,1800.0
413,Berkeley_12,161.639,-2.016,3300.0
414,FSR_0723,162.58,-2.741,3103.0
415,FSR_0733,163.957,-3.819,1500.0
416,NGC_1647,180.297,-16.731,572.0
417,FSR_0717,162.27,-2.141,1700.0
418,Palomar_2,170.525,-9.078,27198.0
419,Alessi_2,152.271,6.379,520.0
420,FSR_0721,162.399,-2.228,3662.0
421,Ruprecht_148,160.333,-0.392,2800.0
424,FSR_0767,170.606,-8.718,3423.0
425,NGC_1662,187.701,-21.127,437.0
426,NGC_1663,185.866,-19.671,1490.0
427,ASCC_12,163.039,-1.868,600.0
429,FSR_0742,165.882,-4.06,1250.0
430,NGC_1664,161.699,-0.443,1200.0
431,FSR_0702,160.136,0.923,2501.0
432,FSR_0750,167.805,-5.168,3000.0
433,FSR_0735,164.207,-1.833,2700.0
434,FSR_0837,180.58,-14.573,2550.0
437,FSR_0643,144.778,13.651,3001.0
438,Teutsch_5,167.579,-4.12,3001.0
439,Berkeley_13,155.06,5.917,2800.0
441,Czernik_19,174.087,-8.845,2499.0
442,Skiff_J0458+43.0,162.998,0.123,3000.0
446,FSR_0820,178.431,-11.444,1600.0
447,FSR_0744,167.112,-2.805,1250.0
448,Berkeley_14,162.807,0.653,5460.0
449,Berkeley_14A,162.839,0.823,1100.0
451,FSR_0759,169.038,-3.871,3801.0
452,FSR_0722,162.529,1.345,2501.0
453,Berkeley_15,162.255,1.614,1300.0
454,FSR_0753,168.389,-3.118,3001.0
455,FSR_0732,163.877,0.489,2710.0
456,FSR_0690,157.901,5.131,1711.0
457,FSR_0734,164.07,0.494,1532.0
458,NGC_1708,155.733,6.863,630.0
459,NGC_1724,158.433,4.819,2200.0
460,FSR_0771,172.259,-5.647,1705.0
461,NGC_1746,179.12,-10.482,800.0
464,FSR_0841,181.269,-11.495,2428.0
465,Bica_6,166.98,-1.009,1150.0
467,Platais_4,180.474,-10.787,275.0
469,SAI_41,167.692,-1.318,3720.0
470,Skiff_J0507+30.8,173.755,-5.852,5151.0
471,FSR_0809,176.577,-7.637,2500.0
472,NGC_1778,168.884,-2.033,1500.0
473,SAI_43,158.6,5.68,3900.0
474,King_17,167.289,-0.739,3000.0
475,FSR_0683,155.914,7.703,1522.0
476,FSR_0920,192.829,-18.061,2882.0
477,Teutsch_132,167.679,-0.658,4001.0
478,NGC_1802,179.583,-9.249,2100.0
479,NGC_1807,186.097,-13.482,2812.0
480,FSR_0796,174.761,-5.578,4598.0
482,FSR_0716,162.251,3.611,4500.0
483,NGC_1798,160.695,4.844,5247.0
484,NGC_1817,186.171,-13.092,1504.0
486,ASCC_13,163.434,3.333,800.0
487,IRAS_05100+3723,169.199,-0.912,2238.0
488,FSR_0914,192.41,-16.663,1649.0
489,NGC_1851,244.509,-35.035,12097.0
490,FSR_0851,183.831,-10.88,1092.0
491,Dolidze_16,173.217,-3.514,868.0
492,FSR_0670,152.329,11.344,2007.0
493,ESO_252-14,250.873,-35.268,2180.0
494,FSR_0707,161.196,5.403,2390.0
495,Patchick_3,162.896,4.32,2991.0
497,FSR_0966,197.656,-18.573,2220.0
499,BDSB_68,169.653,-0.072,3497.0
500,NGC_1901,279.026,-33.603,406.0
501,FSR_0630,141.406,18.408,1879.0
502,Kronberger_18,169.646,0.045,2700.0
503,FSR_0857,184.945,-10.5,2056.0
504,SAI_46,170.681,-0.447,5441.0
505,NGC_1857,168.44,1.216,3299.0
506,ESO_486-54,228.555,-30.699,2856.0
507,ASCC_14,171.851,-1.078,1100.0
508,Czernik_20,168.279,1.422,2000.0
509,Berkeley_17,175.652,-3.656,1800.0
512,Berkeley_18,163.644,5.044,5800.0
513,Dolidze_17,195.855,-16.099,1031.0
514,ASCC_15,170.951,0.055,1400.0
516,NGC_1893,173.577,-1.66,3300.0
518,Collinder_62,167.257,2.557,1472.0
521,FSR_0861,185.884,-9.779,2070.0
524,Dolidze_19,195.122,-15.333,1710.0
525,Dol-Dzim_2,192.212,-13.558,1371.0
526,SAI_47,166.356,3.54,1523.0
527,Berkeley_19,176.913,-3.629,4800.0
528,NGC_1904,227.223,-29.353,12892.0
529,SAI_48,173.702,-1.394,4001.0
530,FSR_0964,197.618,-16.549,2795.0
531,ASCC_16,201.066,-18.527,397.0
532,Berkeley_69,174.44,-1.853,2799.0
533,FSR_0868,186.473,-9.687,2304.0
534,ASCC_17,176.562,-3.049,1850.0
535,FSR_0913,192.342,-13.159,1633.0
536,FSR_0775,172.648,-0.31,1300.0
537,NGC_1896,177.369,-3.504,2600.0
538,Berkeley_70,166.871,3.601,5001.0
539,NGC_1883,163.076,6.15,5752.0
540,Collinder_65,188.884,-10.877,325.0
541,ASCC_18,202.017,-18.43,313.0
542,SAI_49,159.502,8.585,3200.0
543,Czernik_21,171.888,0.456,4301.0
544,Mamajek_3,197.057,-15.781,95.0
545,Dolidze_21,196.591,-15.077,2376.0
546,FSR_0777,173.041,-0.1,1173.0
547,ASCC_19,204.859,-19.486,314.0
548,Dolidze_20,173.857,-0.612,797.0
550,FSR_0882,188.065,-9.824,1887.0
551,Waterloo_2,168.423,3.079,550.0
552,NGC_1907,172.614,0.299,1600.0
553,Stock_8,173.371,-0.19,1731.0
555,Kronberger_1,173.094,0.046,1919.0
556,ASCC_20,201.659,-17.522,394.0
557,NGC_1912,172.307,0.695,1144.0
558,ASCC_21,199.946,-16.518,379.0
559,FSR_0736,164.834,5.678,1800.0
560,FSR_0907,191.322,-11.411,2710.0
561,Teutsch_52,170.45,2.252,4200.0
564,NGC_1931,173.899,0.262,3001.0
566,FSR_0749,167.786,4.417,2300.0
567,FSR_1017,206.409,-19.01,2127.0
568,B_30,192.469,-11.395,772.0
569,NGC_1963,240.971,-30.894,1703.0
570,FSR_0884,188.398,-8.811,2711.0
571,FSR_0991,203.142,-17.256,1934.0
572,Berkeley_20,203.484,-17.381,8399.0
574,FSR_0761,169.417,3.648,3741.0
575,Dol-Dzim_3,180.668,-3.577,2241.0
576,FSR_0842,181.531,-3.912,3816.0
578,FSR_0886,188.661,-8.223,1685.0
579,NGC_1981,208.072,-18.988,388.0
580,Collinder_69,195.165,-12.012,411.0
582,NGC_1976,208.983,-19.368,458.0
586,NGC_1980,209.526,-19.585,520.0
587,NGC_1977,208.512,-19.075,358.0
591,Collinder_70,204.859,-17.189,379.0
592,Dol-Dzim_4,181.381,-3.428,1658.0
593,FSR_1027,207.15,-18.195,2325.0
594,NGC_1960,174.518,1.081,1200.0
597,Morgan_8,210.123,-19.592,314.0
599,FSR_0807,176.507,-0.112,1750.0
601,Koposov_36,177.064,-0.428,1600.0
603,FSR_0815,177.081,-0.207,2153.0
607,KMS_35,210.802,-19.508,636.0
608,NGC_1996,181.834,-3.088,2056.0
609,FSR_0812,176.761,0.102,2801.0
612,Sigma_Ori,206.81,-17.345,390.0
614,BDSB_74,177.691,-0.331,1715.0
616,Stock_10,171.748,3.527,500.0
620,FSR_0816,177.087,0.198,2220.0
622,FSR_0817,177.62,-0.106,1359.0
625,Koposov_27,175.552,1.218,2500.0
626,FSR_0930,194.346,-10.17,2035.0
629,Sh2_235,173.505,2.779,2307.0
631,Sh2_235B,173.706,2.697,2152.0
634,Berkeley_71,176.634,0.888,3260.0
635,FSR_0874,186.764,-5.396,912.0
638,Teutsch_2,170.751,4.642,3601.0
639,BDSB_73,173.645,2.892,1110.0
642,FSR_0821,178.731,-0.184,1213.0
643,FSR_1050,209.709,-17.867,1241.0
645,FSR_0799,175.596,1.859,2473.0
647,L_1641S,212.467,-19.016,497.0
650,FSR_0823,179.127,-0.25,1100.0
651,Teutsch_45,177.918,0.503,2999.0
653,FSR_0826,179.664,-0.506,2100.0
655,NGC_2026,187.207,-5.08,1226.0
656,B_35,196.872,-10.606,612.0
657,Koposov_77,185.965,-4.114,1750.0
661,Teutsch_10,179.954,-0.287,2600.0
662,FSR_0850,183.521,-2.289,1836.0
663,NGC_2039,197.556,-10.277,2241.0
664,NGC_2068,205.299,-14.32,747.0
665,NGC_2071,205.173,-14.125,953.0
666,IRAS_05439+3035,178.767,1.176,2600.0
667,FSR_1066,211.819,-17.355,1656.0
669,Koposov_10,174.654,3.694,1819.0
670,FSR_0864,186.227,-3.209,3102.0
671,FSR_0978,200.692,-11.493,2143.0
672,Basel_4,179.291,1.28,2801.0
673,Collinder_74,198.998,-10.402,2637.0
674,FSR_0846,182.564,-0.729,1881.0
675,King_8,176.383,3.095,4500.0
677,Czernik_23,180.533,0.814,2449.0
678,BDSB_77,184.859,-1.738,4857.0
679,Berkeley_72,186.277,-2.559,3753.0
680,FSR_0849,183.355,-0.566,1063.0
681,FSR_1123,217.38,-18.712,2268.0
682,Berkeley_21,186.817,-2.483,5716.0
684,Dutra-Bica_83,182.064,0.411,1863.0
685,"S_242,Sh2_242",182.441,0.222,2186.0
687,Koposov_43,179.92,1.734,3000.0
689,NGC_2099,177.622,3.103,1400.0
690,FSR_0693,158.536,13.689,2201.0
691,FSR_0852,184.124,-0.438,2149.0
692,NGC_2112,205.863,-12.623,977.0
693,Teutsch_51,182.735,0.469,3787.0
694,NGC_2132,268.702,-30.18,1003.0
695,Czernik_24,188.052,-2.218,5041.0
696,Basel_11B,187.423,-1.099,1318.0
697,IRAS_05553+1631,192.16,-3.832,8885.0
698,Berkeley_22,199.881,-8.068,5493.0
700,FSR_1116,216.854,-16.058,1579.0
701,Koposov_12,176.166,6.013,1900.0
704,NGC_2129,186.58,0.144,1651.0
705,FSR_1078,212.682,-13.927,1661.0
708,NGC_2126,163.232,13.133,1100.0
709,FSR_1131,218.367,-16.206,4432.0
710,NGC_2141,198.027,-5.812,4364.0
711,NGC_2143,202.226,-8.017,1490.0
713,FSR_0839,180.864,4.125,2254.0
714,FSR_0894,189.584,-0.762,2886.0
716,FSR_1205,226.338,-19.166,1893.0
717,FSR_0883,188.109,0.13,2977.0
718,FSR_0928,193.859,-3.08,3145.0
719,FSR_0932,194.614,-3.49,1508.0
721,ESO_425-06,235.398,-22.287,1077.0
722,IC_2157,186.365,1.246,2311.0
724,ESO_489-01,232.929,-21.414,981.0
725,FSR_0925,193.345,-2.604,3616.0
726,FSR_0833,180.547,4.633,2088.0
727,FSR_0921,192.866,-2.282,1810.0
728,FSR_0933,194.753,-3.26,1875.0
729,FSR_0942,195.585,-3.602,2082.0
730,FSR_0900,190.775,-0.791,3465.0
731,FSR_0904,191.022,-0.77,1427.0
732,IRAS_06046-0603,213.34,-12.598,799.0
733,NGC_2158,186.635,1.774,4770.0
735,FSR_0903,191.013,-0.635,1633.0
736,FSR_0844,181.81,4.529,1254.0
737,FSR_0906,191.322,-0.737,1202.0
739,FSR_1115,216.699,-13.915,1068.0
740,NGC_2169,195.581,-2.929,1032.0
742,FSR_1132,218.5,-14.716,1892.0
747,Kharchenko_1,186.584,2.147,2839.0
748,FSR_1110,216.185,-13.493,2025.0
751,Koposov_53,184.9,3.12,2982.0
754,NGC_2168,186.597,2.26,830.0
755,FSR_0858,185.435,2.888,2127.0
756,Dias_2,203.962,-7.269,2973.0
758,DC_8,180.574,5.576,2710.0
759,Sh2_252C,189.852,0.498,2109.0
763,Platais_5,229.613,-17.807,272.0
764,NGC_2175,190.026,0.493,1636.0
765,NGC_2180,203.841,-7.027,1882.0
769,FSR_0960,197.194,-3.414,2120.0
770,FSR_1105,215.421,-12.824,1581.0
771,FSR_1094,213.892,-12.087,1627.0
772,Koposov_63,186.521,2.515,3220.0
775,FSR_0952,196.656,-2.995,1994.0
776,FSR_0924,193.327,-1.126,1721.0
777,FSR_0923,193.221,-1.034,1444.0
779,NGC_2183,213.874,-11.853,1047.0
780,Pismis_27,190.069,0.798,1664.0
781,FSR_0939,195.525,-2.188,2397.0
784,NGC_2184,211.401,-10.489,621.0
785,FSR_0968,197.789,-3.315,2187.0
786,FSR_0985,202.114,-5.54,2450.0
787,NGC_2186,203.54,-6.19,1445.0
788,NGC_2189,207.465,-8.257,1468.0
789,FSR_1000,203.801,-6.294,1917.0
790,FSR_0956,196.903,-2.538,2180.0
795,Czernik_25,202.401,-5.149,1861.0
796,FSR_0931,194.416,-1.019,1659.0
800,FSR_0937,195.317,-1.32,4597.0
802,FSR_0893,189.559,1.819,1485.0
803,NGC_2194,197.238,-2.346,2804.0
807,FSR_1120,217.151,-12.534,830.0
808,Kronberger_12,188.8,2.373,1893.0
809,FSR_0940,195.551,-1.297,2421.0
813,ASCC_22,208.099,-7.908,771.0
814,ESO_425-15,236.38,-20.344,1070.0
816,IRAS_06117+1901,191.903,0.825,2140.0
817,Skiff_J0614+12.9,197.32,-2.096,2874.0
819,BDSB_82,197.802,-2.314,1934.0
820,NGC_2192,173.398,10.654,3501.0
821,Platais_6,205.315,-6.306,347.0
822,NGC_2204,226.006,-16.109,3790.0
823,FSR_0909,192.025,1.022,2167.0
825,BDSB_81,196.189,-1.219,2669.0
826,FSR_0811,176.675,9.274,5444.0
827,FSR_1117,217.029,-11.796,1209.0
828,NGC_2202,203.593,-4.891,1940.0
829,FSR_0891,189.214,3.022,2075.0
830,FSR_1056,210.597,-8.241,2589.0
831,Koposov_62,187.26,4.184,3435.0
832,FSR_0902,190.959,2.281,1243.0
835,FSR_0953,196.692,-0.596,1734.0
836,FSR_0988,202.687,-3.82,2928.0
837,Skiff_J0619+18.5,192.868,1.543,1380.0
838,Collinder_89,188.575,3.788,1021.0
839,ASCC_23,167.513,14.422,600.0
840,FSR_1107,215.688,-10.079,3009.0
841,NGC_2220,252.536,-23.883,1393.0
843,NGC_2215,216.007,-10.099,1141.0
844,Collinder_91,207.42,-5.493,1467.0
845,FSR_0859,185.517,6.051,4193.0
846,FSR_0941,195.591,0.745,4610.0
847,Berkeley_73,215.253,-9.401,7881.0
848,FSR_0888,188.847,4.431,1536.0
849,FSR_0951,196.561,0.38,1619.0
850,Collinder_92,205.122,-3.99,2670.0
851,FSR_0880,187.936,5.115,2473.0
852,FSR_0890,189.131,4.516,1522.0
854,Dolidze_22,205.611,-4.157,1775.0
855,NGC_2219,213.972,-8.302,2325.0
856,FSR_0962,197.267,0.42,2670.0
857,FSR_0955,196.9,0.614,1994.0
858,FSR_0927,193.847,2.334,2981.0
859,FSR_1136,219.145,-10.55,1287.0
860,FSR_1235,231.364,-15.92,1871.0
861,BDSB_91,219.469,-10.557,1918.0
862,FSR_0957,197.027,0.982,1786.0
863,Teutsch_11,197.647,0.64,5302.0
864,Bochum_1,192.401,3.374,3065.0
865,FSR_0929,194.257,2.473,1296.0
867,FSR_0948,195.939,1.674,2991.0
